,Has Author,Has Capture,Has Download Size,Has Download URL,Has Downloads,Has License,Has Logo,Has Name,Has Num Votes,Has OS,Has OS Details,Has Price,Has Project,Has Score Votes,Has Status,Has Summary,Has Topic,Has URL,Has Version,Has Warning,Has Warning Type,Supports ODF,Is Hosted in SC,Data de creació,Categories
Rebost:Freeciv,Freeciv.org,Fitxer:Freeciv-2.1.3.png,"19,653,686,23,280,873","http://downloads.sourceforge.net/project/freeciv/Freeciv%202.3/2.3.4/Freeciv-2.3.4-win32-gtk2-setup.exe?r=http%3A%2F%2Ffreeciv.wikia.com%2Fwiki%2FMain_Page&ts=1373209299&use_mirror=garr,http://freeciv.wikia.com/wiki/More_distributions,http://downloads.sourceforge.net/project/freeciv/Freeciv%202.3/2.3.0/freeciv-2.3.0-lion-gtk2.dmg?r=http%3A%2F%2Ffreeciv.wikia.com%2Fwiki%2FMain_Page&ts=1373209615&use_mirror=dfn","8,01",Programari lliure,Fitxer:Freeciv logo.png,Freeciv,150,"Windows,Linux,OSX",Lion solament,,,3093,Estable,"El '''Freeciv''' és la versió lliure i evolucionada d'un dels videojocs més coneguts, el Civilization II. És un joc d'estratègia i simulació històrica que us permet de liderar la vostra nació al llarg de la història, amb diferents règims polítics, descobrint tecnologies i fent aliances o guerres amb els veïns. Podeu triar la nació amb què voleu jugar incloent-hi la catalana, amb una llista de ciutats…",Jocs,http://ca.freeciv.wikia.com,"2.3.4,2.3.0",,,,fals,26 agost 2008 08:06:25,
Rebost:Funcions per a Java,Jordi Lagares roset,Fitxer:Rebost-funcions.gif,995,http://www.xtec.es/~jlagares/download/JavaFuncions.zip,"2,105",Programari gratuït,,Funcions per a Java,69,"Windows,Linux,OSX",,,,2536,Estable,"'''Funcions per a Java''' és un programa didàctic que representa  funcions definides de forma explícita o de forma numèrica mitjançant  una taula de doble entrada.

El seu objectiu principal és ajudar els alumnes a aprehendre una  gran majoria dels conceptes lligats amb les funcions. Així, la majoria  de les opcions dels menús són referències directes lligades amb ells, és  a dir: (Una funció) Imatge, Antiimatge, Arrels…",Educació/Ciència,http://www.xtec.es/~jlagares/#MATEMATIQUES,1.0,,,,fals,18 març 2008 20:48:05,
Rebost:GFTP,Brian Masney,Fitxer:Rebost gFTP.png,"2,119,000",http://gftp.seul.org/,380,Programari lliure (GPL),Fitxer:Logo gFTP.jpg,GFTP,52,Linux,,,Mida=Projectes/GNOME,2462,Estable,"El '''gFTP''' és un client lliure per a transferència de fitxers (FTP) per a sistemes basats en Unix (com GNU/Linux). Entre les seves característiques, destaquen:
Funciona amb els protocols FTP, FTPS (només control de connexió), HTTP, HTTPS, SSH i FSP. Permet l'ús de servidors intermediaris de FTP i HTTP.Permet la transferència FXP de fitxers (transferint fitxers entre 2 servidors remots via FTP).Funciona amb estils…",Internet Eines,http://gftp.seul.org/,2.0.19,,,,fals,13 agost 2008 19:20:57,
Rebost:GIMP,Gimp.org,Fitxer:Rebost-gimp.jpg,"91,670,064","http://gimp.lisanet.de/Website/Download.html,http://www.gimp.org/downloads/,http://download.gimp.org/pub/gimp/v2.8/windows/gimp-2.8.16-setup.exe,http://download.gimp.org/pub/gimp/v2.8/osx/gimp-2.8.16-x86_64.dmg","272,318",Programari lliure,Fitxer:Wilber painter.png,GIMP,"1,236","Windows,Linux,OSX","sense extensions addicionals,amb extensions addicionals",,Projectes/Gimp,3996,Estable,"El '''GIMP''' és un programa lliure extremadament potent i versàtil, adequat per a tasques com ara retoc fotogràfic o creació i disseny d'imatges. Es pot utilitzar com a simple programa de dibuix, com a programa de retoc fotogràfic professional, com a sistema de processament massiu en línia, com a dissenyador massiu d'imatges de producció, com a convertidor de formats gràfics, etc. Disponible per a Linux, Windows…",Gràfic,http://www.gimp.org,"2.8.10,2.8.16",,,,fals,18 març 2008 20:49:40,
Rebost:GNOME,Projecte GNOME,Fitxer:Rebost GNOME.png,,http://www.gnome.org/getting-gnome/,620,Programari lliure (GPL),Fitxer:Logo GNOME.png,GNOME,60,Linux,,,Mida=Projectes/GNOME,2717,Estable,"El '''GNOME''' és un entorn d'escriptori per al nostre ordinador disponible per a sistemes Unix i GNU/Linux, conegut sobretot perquè és un dels escriptoris que inclouen la majoria de distribucions GNU/Linux.

El GNOME inclou un seguit d'aplicacions que ens permeten gestionar completament el nostre ordinador i desenvolupar-hi qualsevol acció relacionada (Internet, ofimàtica, multimèdia, etc). Entre els programes més coneguts hi ha l'Epiphany (navegador web), l'Evolution (correu…",Sistemes operatius,http://www.gnome.org,3.0,,,,fals,26 gener 2009 21:19:11,
Rebost:GNOME Games,L'equip del GNOME,Fitxer:Rebost Gnometris.png,,https://wiki.gnome.org/action/show/Apps/Games,977,Programari lliure (GPL),Fitxer:Logo Gnometris.png,GNOME Games,120,Linux,,,,2942,Estable,"El '''GNOME Games''' és una col·leció de 16 jocs clàssics entre els quals es troben:
El '''Gnometris''' és una versió del famós i clàssic joc Tetris. L'objectiu del joc és crear una línia sencera de blocs a la base, els quals desapareixeran. Els blocs tenen set formes diferents, fetes de 4 peces cadascun: una recta, dos amb forma de L, un quadrat, i dos en forma…",Jocs,http://live.gnome.org/GnomeGames/,2.22.3,,,,fals,26 agost 2008 11:19:49,
Rebost:GPG Tools,Grup GPGTools,,"2,280,000",https://gpgtools.org/,37,Open Source,Fitxer:Logo GPGTools.png,GPG Tools,4,OSX,Mac OS X 10.6 o superior.,Gratuït,,3.75,Estable,"El projecte GPGTools integra uns instal·lador per al sistema operatiu OS X que permet utilitzar a l'aplicació Mail les característiques GPG.

El formen 4 aplicacions:GPGMail, un complement de Mail que serveix per xifrar missatges.Accés a claus GPG, claur de gestió de les claus GPG.GPGServices, per poder xifrar en qualsevol part del sistema (en procés de traducció).GPG Preferences, panell de preferències del sistema, que…",Internet Eines,https://gpgtools.org,2.0,"Si trobeu cap problema amb la traducció, feu-lo arribar a l'[[Usuari:Pau_Sellés_i_Garcia|autor de la traducció]].",Responsable,,fals,3 agost 2013 09:28:03,
Rebost:GThumb,gThumb,Fitxer:Rebost gThumb.png,"3,200,000",http://ftp.gnome.org/pub/gnome/sources/gthumb/2.10/gthumb-2.10.8.tar.gz,254,Programari lliure,Fitxer:Logo gThumb.png,GThumb,59,Linux,,,Mida=Projectes/GNOME,2458,Estable,"El '''gThumb''' és un visualitzador i navegador d'imatges per a l'escriptori GNOME.

Entre les seves característiques, destaquen:
Formats admesos: BMP, JPEG, GIF, PNG, TIFF, ICO, XPM.Visualització de les dades EXIF de les imatges JPEG .Rotació, inversió, reflexió d'imatges, i mode de blanc i negre.Navegació de les carpetes del disc dur mostrant miniatures de les imatges.Actualització automàtica del contingut de les carpetes.Permet afegir…",Gràfic,http://gthumb.sourceforge.net/,2.10.8,,,,fals,15 agost 2008 20:25:25,
Rebost:Gastroteca.cat,"Programa de Comercialització Agroalimentària, Departament d'Innovació, Universitats i Empresa - Generalitat de Catalunya",Fitxer:Gastroteca.PNG,"2,306,867",https://itunes.apple.com/app/gastroteca.cat/id335189234?l=ca&mt=8,193,Programa comercial,Fitxer:Gastroteca Logo.jpg,Gastroteca.cat,14,iOS,,Gratuït,,1714,Estable,"'''Gastroteca.cat''' és una aplicació mòbil del portal web de promoció i suport a la comercialització dels productes agroalimentaris locals. És un canal interactiu i dinàmic al servei productors, elaboradors, comerços i distribuïdors, cuiners, gastrònoms, promotors del turisme gastronòmic, experts i consumidors.

A la gastroteca hi trobareu tota la informació dels productes, qui els produeix, punts de venda on poder-los comprar (inclosa la venda per Internet)…",Internet Eines,http://www.gastroteca.cat/,3.0,,,,fals,4 gener 2013 19:47:08,
Rebost:Gbrainy,Jordi Mas,Fitxer:Gbrainy.png,"17,990,949","https://sourceforge.net/projects/gbrainy/files/gbrainy/,http://live.gnome.org/gbrainy","11,527",GPL,Fitxer:Logo Gbrainy.svg,Gbrainy,175,"Windows,Linux",,,,3011,Estable,"El '''gbrainy''' és un joc per demostrar les vostres habilitats de raonament i pensament. Inclou els següents tipus de jocs:
Trencaclosques lògics. Dissenyats per a desafiar les vostres habilitats de raonament i pensament.Càlcul mental. Basats en operacions aritmètiques que proven les vostres habilitats de càlcul mental.Entrenadors de memòria. Per a posar a prova i millorar la vostra capacitat de memòria a curt termini.Analogies…",Jocs,https://wiki.gnome.org/Apps/gbrainy,"2.06,2.26",,,,fals,21 abril 2008 19:30:19,
Rebost:Gdebi,"Michael Vogt, Sebastian Heinlein i Gustavo Franco",Fitxer:Rebost-gdebi.png,"120,679",https://launchpad.net/ubuntu/intrepid/%2Bsource/gdebi/0.3.13/%2Bfiles/gdebi_0.3.13.tar.gz,245,Programari lliure (GPL),Fitxer:Gdebi.svg,Gdebi,49,Linux,,,,2041,Estable,"El '''Gdebi''' és una eina simple que us permet instal·lar paquets de programari en format ''deb'', com ara els utilitzats al Debian o a l'Ubuntu, i resoldre'n i instal·lar-ne les dependències de manera automàtica.

Tot i oferir una interfície gràfica, també es pot executar des de la línia d'ordres.

'''''Nota Linux:''' La forma més senzilla d'instal·lar-lo és a través dels repositoris de la vostra distribució.''…",Utilitats,https://launchpad.net/gdebi,0.3.13,,,,fals,15 febrer 2009 22:27:23,
Rebost:Geany,Enrico Tröger,Fitxer:Rebost-Geany.png,"7,575,800,3,350,043","http://download.geany.org/geany-0.19.1_setup.exe,http://www.geany.org/Download/Releases",698,Programari lliure,Fitxer:Logo Geany.png,Geany,38,"Windows,Linux",,,Mida=Projectes/GNOME,2026,Estable,"El '''Geany''' és un editor de text basat en GTK que funciona en diversos sistemes operatius i està preparat especialment per a programar en diversos codis de programació.

Destaca la col·loració automàtica del text, autocompletat de les funcions, un terminal integrat, llista de símbols i altres.

La instal·lació és en anglès. Un cop executat, es mostra en l'idioma de la configuració del sistema operatiu.…",Utilitats,http://www.geany.org/,0.19,,,,fals,27 gener 2010 21:42:53,
Rebost:Gmail,Google Inc.,Fitxer:GMail.jpg,"15,728,640","https://itunes.apple.com/es/app/gmail-email-from-google/id422689480?l=ca&mt=8,https://play.google.com/store/apps/details?id=com.google.android.gm&hl=ca",124,Programa comercial,Fitxer:GMail Logo.jpg,Gmail,0,"iOS,Android",,Gratuït,,0,Estable,"Gestioneu el vostre correu de Gmail, amb total accés a les funcions de la vostra bústia.…",,http://mail.google.com/,"2.0,20 desembre de 2013",,,,fals,2 gener 2013 10:13:50,
Rebost:GnuCash,Projecte GnuCash,Fitxer:Rebost GnuCash.png,"65,865,912,10,495,492","http://sourceforge.net/projects/gnucash/files/gnucash%20%28stable%29/2.6.7/gnucash-2.6.7-setup.exe/download,http://sourceforge.net/projects/gnucash/files/gnucash%20%28stable%29/2.6.7/gnucash-2.6.7.tar.gz/download","8,071",Programari lliure (GPL),Fitxer:Logo GnuCash.svg,GnuCash,127,"Windows,Linux",,,Mida=Projectes/GNOME,2835,Estable,"El '''GnuCash''' és un gestor de finances personal i per a la petita i mitjana empresa, lliure i disponible per a diverses plataformes. 

Dissenyat per a ser utilitzat de forma fàcil, potent i flexible, el GnuCash permet fer un seguiment dels nostres comptes, accions, ingressos i despeses. Tan ràpid i intuïtiu com un llibre de comptabilitat, està basat en principis de comptabilitat professionals.

'''''Nota Windows:''' La…",Ofimàtica,http://www.gnucash.org/,2.6.7,,,,fals,31 juliol 2008 11:01:35,
Rebost:Gnumeric,GNOME,Fitxer:Rebost Gnumeric.png,"21,149,805,18,064,824","http://downloads.sourceforge.net/project/gnumeric.mirror/gnumeric-1.12.17-20140610.exe?r=http%3A%2F%2Fsourceforge.net%2Fprojects%2Fgnumeric.mirror%2Ffiles%2F&ts=1419954266&use_mirror=cznic,http://downloads.sourceforge.net/project/gnumeric.mirror/gnumeric-1.12.18.tar.xz?r=http%3A%2F%2Fsourceforge.net%2Fprojects%2Fgnumeric.mirror%2Ffiles%2F&ts=1419954361&use_mirror=skylink","3,869",Programari lliure (GPL),Fitxer:Logo Gnumeric.svg,Gnumeric,99,"Windows,Linux",,,,2596,Estable,"El '''Gnumeric''' és un gestor de fulls de càlcul semblant a l'Excel del Microsoft Office o al Calc de l'OpenOffice.org. Junt amb altres aplicacions com l'Abiword o l'Evolution, forma el paquet d'oficina de l'escriptori GNOME. Permet obrir i desar en múltiples formats, entre els quals s'inclou l'Excel i l'OpenDocument (OpenOffice.org).

El Gnumeric disposa de totes les funcions que s'esperen en un full de càlcul:…",Ofimàtica,http://www.gnumeric.org,"1.12.17,1.12.518",,,verdader,fals,31 juliol 2008 09:28:42,
Rebost:Google Chrome,Google,Fitxer:Rebost Google Chrome.png,"22,000,000,31,700,000,880,208",http://www.google.com/intl/ca/chrome/browser/desktop/,"46,73",Programari lliure,Fitxer:Logo Google Chrome.png,Google Chrome,285,"Windows,Linux,OSX",,,,3551,Estable,"El '''Google Chrome''' és el navegador de codi obert de Google, disponible en més de 40 idiomes, incloent-hi el català. Està concebut no únicament com un navegador, sinó també com a plataforma per a pàgines i aplicacions web, tenint en compte les característiques del web actual.

Està construït a partir de components d'altres programes de codi lliure, com ara WebKit (motor de dibuix comú amb el…",Internet Navegadors,http://www.google.com/intl/ca/chrome/browser/desktop/,41,,,,fals,2 setembre 2008 20:13:13,
Rebost:Google Desktop,Google,Fitxer:Rebost Google Desktop.gif,"1,993,200",http://dl.google.com/dl/desktop/R/ca/GoogleDesktopSetup.exe,755,Programari gratuït,Fitxer:Logo Google Desktop.gif,Google Desktop,50,Windows,,,,2.44,Estable,"El '''Google Desktop''' és un cercador d'escriptori per a Windows, Linux i Mac. Tanmateix, només la versió per a Windows està disponible en català. 

Permet cercar text complet als vostres missatges de correu electrònic, fitxers, música, fotos, converses, missatges de correu de Gmail, pàgines que heu visitat i molt més. En permetre fer cerques al vostre equip, Desktop us acosta la informació de forma senzilla i…",Utilitats,http://desktop.google.com/ca/?ignua,5.9,,,,fals,28 desembre 2008 20:50:06,
Rebost:Google Earth,Google,Fitxer:Rebost Google Earth.png,"24,449,680,33,243,981,21,455,264","http://dl.google.com/earth/client/advanced/current/GoogleEarthWin.exe,http://dl.google.com/earth/client/advanced/current/GoogleEarthLinux.bin,http://dl.google.com/earth/client/advanced/current/GoogleEarthMac.dmg","7,759",Programari gratuït,Fitxer:Logo Google Earth.png,Google Earth,106,"Windows,Linux,OSX",,,,2915,Estable,"El '''Google Earth''' és un globus virtual desenvolupat per Google i disponible per a Windows, Linux i Mac.

El Google Earth inclou una gran quantitat d'informació, d'entre la qual destaca:
Imatgeria satèl·lit i aèria de tot el planeta de diversa resolució. Gran part dels Països Catalans tenen la màxima resolució disponible. A més, no només podem consultar la imatgeria més actual, sinó també les d'anys anteriors…",Educació/Ciència,http://www.google.com/intl/ca/earth/index.html,7.0.3.8542,,,,fals,2 febrer 2009 18:26:05,
Rebost:Google+,Google Inc.,Fitxer:Google+.jpg,"20,866,662","https://itunes.apple.com/us/app/google/id447119634?ls=1&mt=8,https://play.google.com/store/apps/details?id=com.google.android.apps.plus&hl=ca",284,Programa comercial,Fitxer:Google+ Logo.jpg,Google+,12,"iOS,Android",2.2 o superior,Gratuït,,2,Estable,"Estigueu en contacte amb els vostres amics mitjançant el '''Google+'''. Compartiu amb ells fotos, localització, i activitats.…",Internet Eines,,"4.1,3.5.3.42448346",,,,fals,2 gener 2013 10:34:58,
Rebost:Gossip,"Crows & Dogs, SL",Fitxer:Gossip.PNG,"7,130,317",https://itunes.apple.com/es/app/gossip-news-around-you/id569186190?l=ca&mt=8,138,Programa comercial,Fitxer:Gossip Logo.jpg,Gossip,12,iOS,,Gratuït,,2167,Estable,"'''Gossip''' és un programa de microblocs en xarxa on els participants hi escriuen rumors i xafarderies de forma anònima.

A '''Gossip''' s'hi creen sales de xat, i els usuaris hi van penjant els seus comentaris, anònimament. L'aplicació pot detectar automàticament la vostra localització geogràfica, per oferir-vos les sales més properes.…",Internet Eines,http://gossip.io/,1.0.2,,,,fals,16 febrer 2013 12:52:35,
Rebost:Gramps,GRAMPS Project,Fitxer:Rebost Gramps.png,"7,900,000,53,537,107,46,224,893,97,926,336","https://www.gramps-project.org/wiki/index.php?title=Download,http://sourceforge.net/projects/gramps/files/Stable/3.4.8/GrampsAIO64-3.4.8-1.exe,http://sourceforge.net/projects/gramps/files/Stable/3.4.8/GrampsAIO32-3.4.8-1.exe,http://sourceforge.net/projects/gramps/files/Stable/4.0.4/Gramps-Intel-4.0.4-2.dmg",555,GPL,Fitxer:Gramps-logo.png,Gramps,27,"Linux,Windows64,Windows32,OSX",,,,1926,Estable,"El '''Gramps''' és un programa de suport a la recerca genealògica. Permet crear arbres genealògics, i obtenir-ne tota mena d'informes textuals i gràfics, generar calendaris d'efemèrides familiars, i fins i tot pàgines web.

Permet d'associar les fonts de les dades, així com top tipus de material multimèdia, a les persones i famílies. És molt flexible a l'hora d'introduir les dades. Permet donar dates aproximades, segons diferents…",Educació/Ciència,http://www.gramps-project.org,"4.0.4,3.4.8",,,,fals,18 abril 2009 18:15:08,
Rebost:Gsview,Russell Lang,,,http://%7B%7B%7BURL%20programa%7D%7D%7D,"1,129",Programari gratuït,,Gsview,60,Windows,,,,2.45,Estable,"El '''GSview''' és una interfície gràfica per al Ghostscript, intèrpret per al llenguatge de descripció de pàgines PostScript utilitzat per les impressores làser. El GSview permet visualitzar o imprimir les pàgines seleccionades que segueixin les convencions estructurals dels documents PostScript d'Adobe, i necessita el Ghostscript.

'''''Nota:''' El Gsview requereix el programa AFPL Ghostscript 8.00 que està inclòs al mateix fitxer zip. Primer heu d'instal·lar gs800w32…",Utilitats,http://www.cs.wisc.edu/~ghost/gsview/gsviewct.htm,4.4,,,,verdader,18 març 2008 20:47:11,
Rebost:Guia d'estil de Softcatalà,Softcatalà,,"736,855",http://%7B%7B%7BURL%20programa%7D%7D%7D,"6,549",Creative Commons: Reconeixement-Compartir amb la mateixa llicència 3.0 Genèrica,Fitxer:Softcatala Marca.png,Guia d'estil de Softcatalà,119,"Windows,Linux,OSX",,,,2689,Estable,"L'objectiu de la '''Guia d'estil de Softcatalà''' és establir les normes que  s'han d'aplicar a totes i cadascuna de les traduccions que es fan a Softcatalà, i es pot considerar com el complement del Recull de termes, un glossari amb més de 1.800 entrades en anglès, amb la seva traducció corresponent al català, que Softcatalà va publicar recentment.

Aquesta guia, que recull l'experiència de Softcatalà…",Llengua,http://www.softcatala.org,Maig_2010,,,,verdader,18 març 2008 20:44:40,
